Timestamp,Makine_Calisma,Insan_Toplam_Calisma,Tespit_Edilen_Insan_Sayisi,Insan_Kirma,Insan_Tasima,Insan_Kirma_Tespit,Insan_Tasima_Tespit,108_Durumu,106_Durumu,Insan_Durumu
0,True,False,2.0,False,False,True,True,0,1,0
1,True,False,2.0,False,False,True,True,0,1,0
2,True,False,2.0,False,False,True,True,0,1,0
3,True,False,2.0,False,False,True,True,0,1,0
4,True,False,2.0,False,False,True,True,0,1,0
5,True,False,2.0,False,False,True,True,0,1,0
6,True,False,2.0,False,False,True,True,0,1,0
7,True,False,2.0,False,False,True,True,0,1,0
8,True,False,2.0,False,False,True,True,0,1,0
9,True,False,2.0,False,False,True,True,0,1,0
10,True,False,2.0,False,False,True,True,0,1,0
11,True,False,2.0,False,False,True,True,0,1,0
12,True,True,2.0,True,False,True,True,1,1,2
13,True,False,1.0,False,False,True,True,0,1,0
14,True,True,1.0,True,False,True,True,1,1,2
15,True,True,1.0,True,False,True,True,1,1,2
16,True,True,1.0,True,False,True,True,1,1,2
17,True,True,1.0,True,False,True,True,1,1,2
18,True,True,1.0,True,False,True,True,1,1,2
19,True,True,1.0,True,False,True,True,1,1,2
20,True,True,1.0,True,False,True,True,1,1,2
21,True,True,2.0,True,False,True,True,1,1,2
22,True,True,2.0,True,False,True,True,1,1,2
23,True,True,2.0,True,False,True,True,1,1,2
24,True,True,2.0,True,False,True,True,1,1,2
25,True,True,2.0,True,False,True,True,1,1,2
26,True,True,2.0,True,False,True,True,1,1,2
27,True,True,2.0,True,False,True,True,1,1,2
28,True,True,2.0,True,True,True,True,1,1,2
29,True,True,2.0,True,True,True,True,1,1,2
30,True,True,2.0,True,True,True,True,1,1,2
31,True,True,2.0,True,True,True,True,1,1,2
32,True,True,2.0,True,True,True,True,1,1,2
33,True,True,2.0,True,True,True,True,1,1,2
34,True,True,2.0,True,True,True,True,1,1,2
35,True,True,2.0,True,True,True,True,1,1,2
36,True,True,4.0,True,True,True,True,1,1,2
37,True,True,1.0,True,True,True,True,1,1,2
38,True,True,1.0,True,True,True,True,1,1,2
39,True,True,1.0,True,True,True,True,1,1,2
40,True,True,1.0,True,True,True,True,1,1,2
41,True,True,1.0,True,True,True,True,1,1,2
42,True,True,4.0,True,True,True,True,1,1,2
43,True,True,2.0,True,True,True,True,1,1,2
44,True,True,2.0,True,True,True,True,1,1,2
45,True,True,2.0,True,True,True,True,1,1,2
46,True,True,2.0,True,True,True,True,1,1,2
47,True,True,2.0,True,True,True,True,1,1,2
48,True,True,2.0,True,True,True,True,1,1,2
49,True,True,2.0,True,True,True,True,1,1,2
50,True,True,2.0,True,True,True,True,1,1,2
51,True,True,2.0,True,True,True,True,1,1,2
52,True,True,2.0,True,True,True,True,1,1,2
53,True,True,2.0,True,False,True,True,1,1,2
54,True,True,2.0,True,False,True,True,1,1,2
55,True,True,2.0,True,False,True,True,1,1,2
56,True,True,2.0,True,False,True,True,1,1,2
57,True,True,2.0,True,False,True,True,1,1,2
58,True,True,2.0,True,False,True,True,1,1,2
59,True,True,2.0,True,False,True,True,1,1,2
60,True,True,2.0,True,False,True,True,1,1,2
61,True,True,2.0,True,False,True,True,1,1,2
62,True,True,2.0,True,False,True,True,1,1,2
63,True,True,2.0,True,False,True,True,1,1,2
64,True,True,2.0,True,False,True,True,1,1,2
65,True,True,2.0,True,False,True,True,1,1,2
66,True,True,2.0,True,False,True,True,1,1,2
67,True,True,3.0,True,False,True,True,1,1,2
68,True,True,4.0,True,False,True,True,1,1,2
